Pair_ID,Role,Expected_Match,Baseline_Score,GraphRAG_Score,Improvement,Baseline_Correct,GraphRAG_Correct,Implicit_Skills_Count,Skill_Gaps_Count,Implicit_Skills,Skill_Gaps
18,C++ Systems Engineer,True,0.8266,0.21,-0.6166,True,False,0,15,,"C++11, C++14, C++17, C++20, Object-Oriented Programming, Data structures, Algorithms, System design, Multi-threading, Concurrency, Performance optimization, Unix, Valgrind, TCP/IP, UDP"
19,Go Developer,True,0.8583,0.36,-0.4983,True,False,0,9,,"Golang, RESTful APIs, NoSQL, MongoDB, Redis, AWS, GCP, Azure, Go testing frameworks"
20,Data Engineer,True,0.7174,0.21,-0.5074,True,False,0,11,,"Azure, GCP, Apache Spark, Hadoop, Apache Airflow, Prefect, ETL, ELT, NoSQL databases, data warehousing, data modeling"
21,Site Reliability Engineer,True,0.6324,0.47,-0.1624,True,False,0,9,,"Azure, GCP, Go, GitLab CI, ArgoCD, Kubernetes, Grafana, ELK Stack, NoSQL"
22,Information Security Engineer,True,0.6889,0.19,-0.4989,True,False,0,21,,"Splunk, ELK, EDR, DLP, Vulnerability Scanners, Nessus, Qualys, Firewalls, Fortinet, Palo Alto, IDS, IPS, Network Segmentation, AWS, Azure, GCP, PowerShell, Bash, ISO 27001, NIST, OWASP"
23,Penetration Tester,True,0.8273,0.54,-0.2873,True,True,0,6,,"OWASP ZAP, Nessus, Windows, AWS, Azure, PowerShell"
24,Angular Developer,True,0.7396,0.62,-0.1196,True,True,0,5,,"SASS, RxJS, NgRx, Karma, Jasmine"
25,Flutter Developer,True,0.8702,0.5,-0.3702,True,False,0,5,,"Provider, BLoC, GetX, JSON, Asynchronous Programming"
26,Frontend Developer (JD) vs Database Administrator (CV),False,0.0715,0.0,-0.0715,True,True,0,0,,
27,Data Scientist (JD) vs Mobile App Developer (CV),False,0.4494,0.11,-0.3394,True,True,0,8,,"Pandas, NumPy, scikit-learn, SQL, Tableau, Power BI, Matplotlib, Seaborn"
28,QA Automation Engineer (JD) vs UI/UX Designer (CV),False,0.3528,0.0,-0.3528,True,True,0,13,,"Selenium WebDriver, Playwright, Cypress, Java, Python, C#, Postman, REST Assured, Jenkins, GitLab CI, Azure DevOps, SQL, Git"
29,Cloud Architect (JD) vs Frontend Developer (CV),False,0.3582,0.0,-0.3582,True,True,0,36,,"AWS, EC2, S3, RDS, Lambda, Microsoft Azure, VMs, App Services, SQL DB, Google Cloud Platform, GCE, GCS, Cloud SQL, Terraform, AWS CloudFormation, Azure Resource Manager, Docker, Kubernetes, Jenkins, GitLab CI, Azure DevOps, VPC, Subnets, VPN, Load Balancers, IAM, Security Groups, Firewalls, Data Encryption, Python, Shell scripting, Prometheus, Grafana, ELK Stack, CloudWatch, Azure Monitor"
30,Cybersecurity Analyst (JD) vs Full Stack Developer (CV),False,0.2807,0.0,-0.2807,True,True,1,16,sql,"TCP/IP, Firewalls, IDS/IPS, Windows Server, Linux, SIEM, Splunk, ELK, EDR, Nessus, Python, PowerShell, AWS, Azure, GCP, DLP"
31,Backend Engineer (JD) vs Technical Writer (CV),False,0.5765,0.29,-0.2865,False,True,0,12,,"Django, Node.js, Express.js, PostgreSQL, MySQL, MongoDB, RESTful API, AWS, Azure, GCP, Unit testing, Integration testing"
32,Machine Learning Engineer (JD) vs Scrum Master (CV),False,0.4567,0.05,-0.4067,True,True,0,18,,"Python, NumPy, Pandas, TensorFlow, PyTorch, Scikit-learn, NoSQL, AWS, Azure, GCP, Sagemaker, Vertex AI, Git, Docker, Deep Learning, Natural Language Processing, Computer Vision, MLOps"
33,iOS Developer (JD) vs Data Analyst (CV),False,0.3993,0.06,-0.3393,True,True,0,17,,"Swift, Objective-C, iOS SDK, Xcode, Cocoa Touch, MVC, MVVM, VIPER, RESTful APIs, JSON, Asynchronous programming, UI/UX principles, Auto Layout, Storyboards, SwiftUI, Unit testing, UI testing"
34,DevOps Engineer (JD) vs Product Manager (CV),False,0.3863,0.06,-0.3263,True,True,0,17,,"AWS, Azure, GCP, Jenkins, GitLab CI, Azure DevOps, Docker, Kubernetes, Terraform, Ansible, Python, Bash, PowerShell, Linux, Prometheus, Grafana, ELK Stack"
35,React Developer (JD) vs Network Engineer (CV),False,0.4806,0.0,-0.4806,True,True,0,10,,"React.js, JavaScript, ES6+, HTML5, CSS3, Redux, Context API, RESTful APIs, Git, JWT"
36,Java Developer (JD) vs Cybersecurity Analyst (CV),False,0.7141,0.21,-0.5041,False,True,0,11,,"Core Java, Java 8+, Spring Framework, Spring MVC, Spring Data JPA, RESTful API, MySQL, PostgreSQL, Oracle, Maven, Gradle"
37,Data Engineer (JD) vs Frontend Developer (CV),False,0.3233,0.06,-0.2633,True,True,0,15,,"Python, SQL, dimensional modeling, OLAP, OLTP, PostgreSQL, MySQL, AWS, S3, Redshift, Glue, Lambda, Apache Spark, PySpark, Apache Airflow"
38,System Administrator (JD) vs Data Scientist (CV),False,0.447,0.0,-0.447,True,True,0,17,,"Windows, Linux, Office 365, Exchange, Windows Server, TCP/IP, DNS, DHCP, VPN, VLANs, VMware ESXi, Hyper-V, Active Directory, Group Policy, Firewall, PowerShell, Bash"
39,Penetration Tester (JD) vs UI/UX Designer (CV),False,0.3656,0.0,-0.3656,True,True,0,19,,"Kali Linux, Metasploit, Nmap, Burp Suite, Wireshark, OWASP ZAP, OWASP Top 10, SANS Top 25, SQL Injection, XSS, CSRF, Python, Bash, PowerShell, AWS, Azure, GCP, TCP/IP, HTTP/S"
40,Go Developer (JD) vs QA Automation Engineer (CV),False,0.5189,0.08,-0.4389,False,True,0,12,,"GoLang, Goroutines, Channels, RESTful API design, PostgreSQL, MongoDB, AWS, GCP, Azure, Microservices architecture, Docker, Kubernetes"
