Pair_ID,Role,Expected_Match,Baseline_Score,GraphRAG_Score,Improvement,Baseline_Correct,GraphRAG_Correct,Implicit_Skills_Count,Skill_Gaps_Count,Implicit_Skills,Skill_Gaps
21,Site Reliability Engineer,True,0.6324,0.6147,-0.0177,True,True,194,7,"cloud technologies, abap, kubernetes, incremental development, supercomputing, plan migration to cloud, javascript framework, apply techniques for stacking goods into containers, manufacturing of metal containers, wordpress, db2, use databases, software frameworks, react, develop animations, assembly (computer programming), vbscript, oversee development of software, build props, pharmaceutical drug development, manage clinical environments, smart contract, decision support systems, monitor equipment condition, triplestore, design cloud architecture, drupal, angular, swift (computer programming), cognitive computing, staf, groovy, russian, webcms, sass, xcode, c++, personal development, operate call distribution system, database, blast surface, manage database, web services, data storage, devops, bengali, prolog (computer programming), filemaker (database management systems), android (mobile operating systems), clinical biology, write basque, scala, apache maven, manage instrumentation systems, install containers, operate open source software, finish shells, implement cloud security and compliance, agile development, jsss, java (computer programming), moor vessels, tools for software configuration management, perl, erlang, monitor system performance, joomla, monitor machine operations, monitor automated machines, intensive care medicine, sql server, synfig, web analytics, nosql, prepare containers for beverage fermentation, ldap, manage storage tanks, operate relational database management system, coordinate dock operations, data science, dock operations, sap r3, kali linux, design database scheme, web programming, design control systems, latin, web based collaborative platforms, manage clinical risk, nessus, maintain aquaculture containers, install recycling containers, manage system testing, internet of things, php, conduct clinical software research, n1ql, hardware platforms, define prop materials, prototyping development, design cloud networks, javanese, cobol, implement front-end website design, manage cloud data and storage, java, spark, computer programming, automate cloud tasks, gimp (graphics editor software), electrooptics, ibm websphere, monitor security measures, prepare containers for beverage distillation, clinical science, chef (tools for software configuration management), use global distribution system, dies, mdx, monitor feeding systems, clean industrial containers, e-commerce systems, resuscitation, clinical immunology, asp.net, green computing, fastapi, astronomy, basque, use concurrent programming, genomics, node.js, monitor utility equipment, python (computer programming), robotics, information security strategy, unreal engine, clinical cytology, persian, develop with cloud services, eclipse (integrated development environment software), maintain system logs, monitor surveillance equipment, develop blockchain technology, write dock records, distributed computing, petroleum, distributed directory information services, litmos, lisp, apl, prosthetic devices, microsoft access, cloud security and compliance, blackarch, electroform, ict system programming, cyber attack counter-measures, monitor pumping system operations, oracle relational database, types of containers, iterative development, molecular and cellular immunology, information extraction, building systems monitoring technology, javascript, buddhism, direct distribution operations, ansible, danish, swedish, deploy cloud resource, monitor nuclear power plant systems, radars, develop digital content, assist in clinical trials, spring boot, mechanical engineering, r, test pipeline infrastructure operations, kurdish, jenkins (tools for software configuration management), objective-c, adapt props, ibm informix, database management systems, hadoop, design web-based courses, smed, manufacturing of steel drums and similar containers, cloud monitoring and reporting, operating systems, mashing process, neo4j","Azure, GCP, Go, GitLab CI, ArgoCD, Grafana, ELK Stack"
22,Information Security Engineer,True,0.6889,0.4933,-0.1956,True,False,342,20,"monitor building security, electronic locks, kubernetes, provide door security, data analytics, ibm infosphere information server, ict project management, support ict system users, manage writing administration, hardware materials, set safety and security standards, execute social engineering tests, ict security legislation, manage storage operations, collect cyber defence data, django, set organisational policies, computer equipment, public administration, implement a firewall, implement data quality processes, c++, maintenance operations, ict help platforms, design hardware, collect mapping data, analyse business requirements, call routing, hardware components, manage security equipment, manage ict virtualisation environments, owasp zap, devops, bengali, perform ict security testing, manage production systems, manage educational institution's administration, observe logs, analyse network configuration and performance, manage instrumentation systems, backbox (penetration testing tool), repair ict devices, operate open source software, network with store owners, ict safety, blockchain consensus mechanisms, proxy servers, tools for software configuration management, office software, manage staff, solve ict system problems, perl, perform system analysis, penetration testing tool, program management, monitor automated machines, electrical engineering, mobile device management, apply ict system usage policies, supervise security at manned access gates, use it tools, sql server, build networks, implement ict network diagnostic tools, logging, define security policies, security regulations, establish an information security management system, manage maintenance operations, internet governance, telecommunications engineering, apply information security policies, implement anti-virus software, manage facilities services, kali linux, adapt a script, embedded systems, design database scheme, select scripts, maltego, business analysis, develop information security strategy, create script for artistic production, maintain facility security systems, operate scanner, manage system testing, monitor logging operations, visual basic, internet of things, php, enable access to services, hardware platforms, procurement of ict network equipment, hardware components suppliers, process collected survey data, java, provide education management support, computer programming, design ict hardware placement, aircrack (penetration testing tool), address problems critically, ibm websphere, analyse claim files, manage restaurant service, network engineering, ict encryption, casino policies, manage the security team, social network analysis, restrict passenger access to specific areas on board, chef (tools for software configuration management), develop script bible, install operating system, interpret extraction data, establish educational network, nexpose, cryptocurrency, build business relationships, install locks, hybrid model, asp.net, mobile operating systems, perform ict troubleshooting, advice on security risk management, handle cybersecurity incidents, cain and abel (penetration testing tool), information security strategy, maintain ship logs, ict security standards, manage data, blackberry, digital identity management, data mining, maintain system logs, ict communications protocols, distributed computing, manage ict project, distributed directory information services, building automation, manage logs transfer, mysql, manage access programmes, process data, apply digital security measures, samurai web testing framework, plan logging operations, establish data processes, create a shooting script, monitor pumping system operations, parrot security os, tools for ict test automation, implement ict security policies, building systems monitoring technology, video conferencing tool, ansible, design for organisational complexity, network within the writing industry, implement ict risk management, manage outsourced security, telecommunication trunking, monitor extraction logging operations, maintain internet protocol configuration, conduct threat intelligence, run a media server, test pipeline infrastructure operations, network management system tools, database management systems, smed, cloud monitoring and reporting, maintain ict server, whitehat sentinel, operating systems, edit scripts, ict network security risks, test hardware, design computer network, operations department processes, organisational resilience, develop an artistic network, concepts of telecommunications, office administration, hardware architectures, transportation engineering, electronic signals intelligence, wordpress, manage system security, security threats, perform data cleansing, games rules, fire safety regulations, ict network routing, vbscript, verify visitor identification, log transmitter readings, use scripting programming, control systems, git, maintain ict system, monitor equipment condition, docker, drupal, investigate security issues, read scripts, security panels, microsoft visual c++, assessment of risks and threats, ict debugging tools, unity (digital game creation systems), perform risk analysis, risk identification, use access control software, puppet (tools for software configuration management), data storage, data security principles, distributed ledger technologies consensus protocols, monitor traffic flow, manage operations in healthcare institutions, operations management, inventory management rules, conduct security screenings, salt (tools for software configuration management), metasploit, oracle weblogic, android (mobile operating systems), network marketing, manage it security compliances, postgresql, identify security threats, cyber security, supervise script preparation, develop professional network, provide ict support, provide ict consulting advice, serve wines, traffic engineering, perform inspection analysis, complete administration, maintain computer hardware, ca datacom/db, biosecurity, broadcast using internet protocol, perform scripted dialogue, monitor system performance, monitor machine operations, wildfly, manage technical security systems, nosql, signal processing, ldap, maintain logbooks, maintain voyage logs, define risk policies, define firewall rules, ict network simulation, data science, define technical requirements, sql server integration services, natural language processing, nessus, domain name service, network standards, data protection, education administration, digital data processing, monitor workload, develop security concepts, design cloud networks, c#, manage warehouse operations, learning management systems, define ict network design policies, ict infrastructure, risk management, monitor guest access, manage logs segregation and stacking, warehouse operations, decentralised identifiers , protect ict devices, monitor security measures, switching devices, attack vectors, ensure compliance with policies, establish usage policies, develop professional network with researchers and scientists, direct inward dialing, digital image processing, monitor feeding systems, establish an ict customer support process, hotel operations, support managers, fire prevention procedures, blockchain, transfer logs, john the ripper (penetration testing tool), fastapi, model hardware, apply operations for an itil-based environment, monitor utility equipment, organisational policies, python (computer programming), set up cybersecurity training programmes, analyse network bandwidth requirements, building's electronic access equipment, manage office facility systems, develop data processing applications, use data processing techniques, monitor surveillance equipment, operate railway switches, sell hardware, advise on strengthening security, document management, company policies, microsoft access, virtual reality, memorise script, ict networking hardware, communication principles, cyber attack counter-measures, identify ict security risks, administer ict system, asset management, healthcare administration, monitor vehicle fleet operations, manage ict data architecture, javascript, legal requirements of ict products, microprocessors, monitor communication channels' performance, analyse transmitted communications, monitor nuclear power plant systems, perform nutrition analysis, agile project management, security engineering, implement a virtual private network, maintain information network hardware, analyse software specifications, manage administrative systems, apply company policies, develop product policies, port regulation, develop code exploits, food service operations","Splunk, ELK, EDR, DLP, Vulnerability Scanners, Qualys, Firewalls, Fortinet, Palo Alto, IDS/IPS, Network Segmentation, AWS, Azure, GCP, Linux, PowerShell, Bash, ISO 27001, NIST, OWASP"
23,Penetration Tester,True,0.8273,0.8041,-0.0232,True,True,275,3,"cloud technologies, kubernetes, provide door security, data analytics, ibm infosphere information server, analyse transport business networks, ict security legislation, execute social engineering tests, manage storage operations, program firmware, django, mathematics, assess danger in risk areas, vagrant, implement a firewall, xcode, c++, quantum mechanics, build fences, blast surface, open source model, collect mapping data, response to health emergencies, manage security equipment, manage ict virtualisation environments, owasp zap, devops, bengali, perform ict security testing, use object-oriented programming, manage production systems, write basque, analyse network configuration and performance, web application security threats, manage instrumentation systems, backbox (penetration testing tool), operate open source software, manage major incidents, incidents and accidents recording, network with store owners, ict safety, java (computer programming), proxy servers, tools for software configuration management, perform system analysis, solve ict system problems, perl, penetration testing tool, program management, mobile device management, sql server, build networks, implement ict network diagnostic tools, define security policies, establish an information security management system, manage maintenance operations, internet governance, telecommunications engineering, implement anti-virus software, apply information security policies, kali linux, maintain database security, adapt a script, web programming, maltego, select scripts, latin, manage clinical risk, develop information security strategy, matlab, operate scanner, create script for artistic production, computer simulation, manage system testing, visual basic, analyse ict system, internet of things, php, hardware platforms, implement cryptographic constructs, develop virtual game engine, distributed ledger technologies vulnerabilities, java, computer programming, polygraphy, aircrack (penetration testing tool), address problems critically, ibm websphere, network engineering, ict encryption, social network analysis, manage the security team, chef (tools for software configuration management), develop script bible, dump contents into vat, establish educational network, nexpose, cryptocurrency, analyse information systems, process incident reports for prevention, hybrid model, asp.net, advice on security risk management, handle cybersecurity incidents, cain and abel (penetration testing tool), install firestops, create a product's virtual model, information security strategy, ict security standards, digital identity management, apply crisis management, ict communications protocols, distributed computing, distributed directory information services, mysql, execute software tests, lisp, samurai web testing framework, ict system programming, create a shooting script, implement ict security policies, ensure information privacy, video conferencing tool, ansible, hardware testing methods, network within the writing industry, implement ict risk management, manage outsourced security, spring boot, age alcoholic beverages in vats, run a media server, kurdish, network management system tools, database management systems, information confidentiality, use automatic programming, whitehat sentinel, operating systems, mashing process, test computer hardware, respond to incidents in cloud, edit scripts, develop programming schedule, ict network security risks, design computer network, organisational resilience, develop an artistic network, perform liquid penetrant tests, concepts of telecommunications, handle incidents, digital twin technology, manage system security, digitization, security threats, apply basic programming skills, ict network routing, vbscript, ensure information security, vietnamese, use scripting programming, crisis intervention, git, operate control systems, docker, drupal, investigate security issues, read scripts, security panels, sass, microsoft visual c++, assessment of risks and threats, secure sensitive customer's information, analyse road traffic patterns, perform risk analysis, risk identification, perform vats, apply risk management processes, operations management, assess supplier risks, oracle weblogic, android (mobile operating systems), network marketing, manage it security compliances, create incident reports, identify security threats, install containers, cyber security, supervise script preparation, finish shells, develop professional network, serve wines, work with virtual learning environments, alarm systems, manage emergency procedures, blockchain signature schemes, use non-destructive testing equipment, broadcast using internet protocol, perform scripted dialogue, integrated circuits, wildfly, rail disruption management, manage technical security systems, types of membranes, web analytics, ldap, biometrics, define firewall rules, ict network simulation, data science, enterprise risk management, sql server integration services, trigonometry, nessus, network standards, data protection, fire-fighting systems, manage emergency care situations, develop security concepts, design cloud networks, c#, cisco, id tech, ict infrastructure, risk management, assist with emergencies, protect ict devices, algorithms, attack vectors, ethical hacking principles, vyper, computer forensics, develop professional network with researchers and scientists, blockchain, undertake risk assessment of social service users, information governance compliance, john the ripper (penetration testing tool), aws, fastapi, vacuum surfaces, basque, address identified risks, microsoft visio, manage claims process, python (computer programming), analyse network bandwidth requirements, manage office facility systems, perform virtual simulation , computer science, blockchain applications security principles, assess risk factors, first response, venereology, microsoft access, virtual reality, memorise script, lams, blackarch, ict networking hardware, identify ict security risks, cyber attack counter-measures, ml (computer programming), manage computer-based transport operation control systems, administer ict system, asset management, defense system, javascript, analyse transmitted communications, landscape analysis, draw up risk assessment, security engineering, implement a virtual private network, maintain incident reporting records, manage administrative systems, respond to nuclear emergencies, develop code exploits","Windows, Azure, PowerShell"
24,Angular Developer,True,0.7396,0.6437,-0.0959,True,True,144,7,"write specifications, sakai, kubernetes, javascript framework, develop software prototype, manage product testing, use databases, software frameworks, react, develop animations, identify customer's needs, project configuration management, microwave principles, vbscript, log transmitter readings, utilise computer-aided software engineering tools, use scripting programming, ajax framework, ajax, integrated development environment software, decision support systems, augmented reality, docker, manage software releases, webcms, sass, xcode, c++, microsoft visual c++, ict debugging tools, database, decentralized application frameworks, manage database, web services, blockchain mining principles, sas language, compose description for web elements, customer relationship management, develop reporting software, devops, filemaker (database management systems), blockchain platforms, maintain a central project repository, develop blockchain innovative architectures, scala, postgresql, typography, manage contracts, explain distributed ledger technologies principles, agile development, jsss, systems development life-cycle, java (computer programming), data models, follow translation quality standards, tools for software configuration management, world wide web consortium standards, cadd software, apply ict system usage policies, less, sql server, next.js, nosql, python, speak different languages, service-oriented modelling, operate relational database management system, use session border controller, data science, mechatronics, cad software, web programming, web based collaborative platforms, absorb (learning management systems), sparql, visual basic, php, n1ql, prototyping development, develop automated software tests, c#, cisco, codenvy, cobol, implement front-end website design, java, computer programming, gimp (graphics editor software), database quality standards, resource description framework query language, coffeescript, set up documentation control system, ict encryption, create scorm packages, project management, style sheet languages, mdx, create website wireframe, blockchain applications, maintain telephony system, define database physical structure, asp.net, manage findable accessible interoperable and reusable data, manage front operations, fastapi, search databases, genomics, node.js, microsoft visio, organisational policies, rapid application development, develop learning curriculum, information security strategy, develop data processing applications, manage project changes, develop with cloud services, eclipse (integrated development environment software), develop blockchain technology, canvas (learning management systems), document management, manage project information, develop financial products, use markup languages, database development tools, microsoft access, samurai web testing framework, develop instrumentation systems, sql, oracle relational database, explain blockchain implications, iterative development, industrial engineering, information extraction, develop geological databases, ansible, design principles, design user interface, develop digital content, jenkins (tools for software configuration management), blockchain architecture, objective-c, ibm informix, database management systems, track changes in text editing","HTML5, CSS3, ES6, RxJS, NgRx, Karma, Jasmine"
25,Flutter Developer,True,0.8702,0.7444,-0.1258,True,True,161,4,"cloud technologies, kubernetes, fire the surface, incremental development, plan migration to cloud, create prototype of user experience solutions, develop software prototype, use databases, software frameworks, react, develop animations, django, develop product design, project configuration management, verify visitor identification, utilise computer-aided software engineering tools, oversee development of software, objectstore, ajax, ajax framework, integrated development environment software, triplestore, staf, angular, docker, groovy, swift (computer programming), design cloud architecture, manage software releases, distributed ledger technology, xcode, international development, sass, database, decentralized application frameworks, authenticate documents, web services, data storage, use access control software, design management, develop reporting software, devops, unstructured data, android (mobile operating systems), maintain a central project repository, manage it security compliances, scala, postgresql, implement cloud security and compliance, ict system integration, agile development, explain distributed ledger technologies principles, design the digital interface of gambling, betting and lottery games, systems development life-cycle, data models, tools for software configuration management, conduct customer identification, mobile device management, human resource management, outline blockchain-based identity management, next.js, nosql, python, design application interfaces, service-oriented modelling, ldap, biometrics, ios, establish an information security management system, apply information security policies, maintain database security, dutch, web programming, mobile marketing, web based collaborative platforms, disassemble mobile devices, domain name service, mobile device software frameworks, sparql, manage digital identity, marklogic, hardware platforms, implement cryptographic constructs, design graphics, prototyping development, develop automated software tests, design cloud networks, c#, id tech, implement front-end website design, manage cloud data and storage, java, usability engineering, spark, gimp (graphics editor software), automate cloud tasks, set up documentation control system, coffeescript, resource description framework query language, manage the security team, project management, develop innovative mobility solutions, typescript, define database physical structure, search databases, manage findable accessible interoperable and reusable data, fastapi, define integration strategy, mobile operating systems, genomics, haskell, node.js, design customer experiences, rapid application development, develop data processing applications, manage project changes, digital identity management, execute integration testing, develop with cloud services, develop translation memory software, organise fire station, eclipse (integrated development environment software), develop blockchain technology, software design methodologies, document management, maintain ict identity management, software ui design patterns, adapt developed game to the market, manage project information, develop financial products, cloud security and compliance, integrate system components, develop instrumentation systems, multidisciplinary research, iterative development, do cloud refactoring, industrial design, lean project management, manage ict data architecture, implement ict security policies, conduct research across disciplines, javascript, conduct mobile marketing, ansible, danish, graphic design, deploy cloud resource, design user interface, agile project management, security engineering, application usability, jenkins (tools for software configuration management), translate requirements into visual design, objective-c, database management systems, hadoop, track changes in text editing, cloud monitoring and reporting, software interaction design, respond to incidents in cloud, neo4j","Provider, BLoC, GetX, JSON"
26,Frontend Developer (JD) vs Database Administrator (CV),False,0.0715,0.0,-0.0715,True,True,0,0,,
27,Data Scientist (JD) vs Mobile App Developer (CV),False,0.4494,0.3268,-0.1226,True,True,158,12,"smart contract programming languages, kubernetes, kazakh, understand written javanese, javascript framework, develop software prototype, query languages, db2, use databases, software frameworks, use interface description language, react, develop animations, adobe illustrator, django, develop product design, project configuration management, vbscript, understand spoken javanese, use scripting programming, utilise computer-aided software engineering tools, ajax, ajax framework, integrated development environment software, decision support systems, groovy, angular, docker, swift (computer programming), augmented reality, manage software releases, xcode, sass, c++, ict debugging tools, database, decentralized application frameworks, manage database, web services, sas language, design management, manage membership database, develop reporting software, devops, bengali, oracle weblogic, filemaker (database management systems), android (mobile operating systems), maintain a central project repository, scala, apache maven, postgresql, oracle application development framework, agile development, design the digital interface of gambling, betting and lottery games, java (computer programming), data models, tools for software configuration management, manage donor database, perl, cadd software, joomla, wildfly, mobile device management, sql server, linq, nosql, design application interfaces, service-oriented modelling, operate relational database management system, ios, data science, cad software, japanese, maintain database security, web programming, mobile marketing, web based collaborative platforms, disassemble mobile devices, mobile device software frameworks, sparql, php, apache tomcat, n1ql, design graphics, prototyping development, develop automated software tests, javanese, kdevelop, usability engineering, computer programming, gimp (graphics editor software), database quality standards, set up documentation control system, coffeescript, resource description framework query language, industrial software, gamesalad, project management, develop innovative mobility solutions, style sheet languages, mdx, sketchbook pro, typescript, manage findable accessible interoperable and reusable data, fastapi, mobile operating systems, genomics, haskell, design customer experiences, python (computer programming), rapid application development, write javanese, information security strategy, use query languages, develop data processing applications, manage data, manage project changes, blackberry, eclipse (integrated development environment software), develop with cloud services, develop blockchain technology, integrated design, document management, software ui design patterns, manage project information, develop financial products, use markup languages, database development tools, microsoft access, gamemaker studio, ml (computer programming), develop instrumentation systems, sql, oracle relational database, iterative development, industrial design, openedge database, information extraction, javascript, ansible, conduct mobile marketing, manage meteorological database, graphic design, design user interface, spring boot, application usability, maintain logistics databases, jenkins (tools for software configuration management), maintain database performance, translate requirements into visual design, objective-c, ibm informix, database management systems, maintain warehouse database, track changes in text editing, software interaction design, create prototype of user experience solutions","Pandas, NumPy, scikit-learn, Regression, Classification, Clustering, Tableau, Power BI, Matplotlib, Seaborn, Statistical modeling, Hypothesis testing"
28,QA Automation Engineer (JD) vs UI/UX Designer (CV),False,0.3528,0.2424,-0.1104,True,True,87,12,"create sculpture prototype, create software design, usability engineering, use specialised design software, spark, graphics editor software, develop software prototype, design optical prototypes, gimp (graphics editor software), build electronic prototypes, complete patient journey records, react, business processes, cad for footwear, adobe illustrator, create storyboards, develop product design, apply flux, adobe creative suite, data visualisation software, git, integrated development environment software, create website wireframe, blockchain applications, sketchbook pro, angular, create craft prototypes, apply case management, heroengine, omnipage, sketch leather goods, make architectural mock-ups, typescript, travel bookings processes, xcode, improve user-friendliness, marathi, interact with users to gather requirements, microsoft visio, drive motor vehicle prototypes, design customer experiences, design well paths, grovo, prepare production prototypes, file-based workflow, design management, create architectural sketches, develop ict workflow, eclipse (integrated development environment software), schoology, software ui design patterns, create flowchart diagram, typography, manage workflow processes, design drawings, create technical sketches for footwear, design well flow systems, design the digital interface of gambling, betting and lottery games, draw design sketches, organise wires, create mock-ups, adobe photoshop lightroom, cadd software, industrial design, prepare detailed working drawings for interior design, synfig, prototyping in the wearing apparel industry, design automation components, design application interfaces, build a product's physical model, ios, graphic design, design user interface, cad software, collect customer feedback on applications, create electrical wiring diagram, application usability, translate requirements into visual design, create 3d cad footwear prototypes, design prototypes, draw blueprints, authoring software, adobe photoshop, software interaction design, design graphics, create prototype of user experience solutions, prototyping development","Selenium WebDriver, Playwright, Cypress, Java, Python, C#, Postman, REST Assured, Jenkins, GitLab CI, Azure DevOps, SQL"
29,Cloud Architect (JD) vs Frontend Developer (CV),False,0.3582,0.2482,-0.11,True,True,131,33,"sakai, kubernetes, incremental development, computer graphics, package purchases in bags, javascript framework, develop software prototype, adapt existing designs to changed circumstances, wordpress, software frameworks, develop strategies for accessibility, react, use interface description language, integrated pest management, project configuration management, microwave principles, vbscript, log transmitter readings, use scripting programming, ajax framework, ajax, integrated development environment software, triplestore, angular, augmented reality, groovy, docker, handle delivered packages, manage software releases, webcms, xcode, microsoft visual c++, international development, decentralized application frameworks, web services, puppet (tools for software configuration management), industrial research and development, sas language, devops, metasploit, maintain a central project repository, apache maven, ergonomics, agile development, 3d lighting, systems development life-cycle, java (computer programming), environmental design, packaging functions, data models, tools for software configuration management, world wide web consortium standards, perl, program management, architectural design, apply ict system usage policies, less, software components libraries, next.js, nosql, python, service-oriented modelling, use session border controller, sap r3, css, web programming, web based collaborative platforms, absorb (learning management systems), sparql, visual basic, php, design graphics, prototyping development, cisco, codenvy, implement front-end website design, java, computer programming, gimp (graphics editor software), manage packaging material, resource description framework query language, coffeescript, set up documentation control system, landscape design, create scorm packages, project management, neo4j, style sheet languages, manage cargo handling, maintain telephony system, typescript, asp.net, manage findable accessible interoperable and reusable data, manage front operations, fastapi, genomics, node.js, organisational policies, develop learning curriculum, test package, manage project changes, maintain responsive design, eclipse (integrated development environment software), integrated design, canvas (learning management systems), document management, mysql, manage logistics, manage project information, use markup languages, supplier management, integrate system components, differentiate types of packages, iterative development, manage supplies, ansible, manage third-party logistics providers, graphic design, standards for web-based e-learning, design user interface, design principles, develop digital content, spring boot, 3d texturing, design thinking, jenkins (tools for software configuration management), evaluate integrated design of buildings, objective-c, handle shipment documentation, track changes in text editing, ict system integration","AWS, EC2, S3, RDS, Lambda, Microsoft Azure, VMs, App Services, SQL DB, Google Cloud Platform, GCE, GCS, Cloud SQL, Terraform, AWS CloudFormation, Azure Resource Manager, Jenkins, GitLab CI, Azure DevOps, VPC, Subnets, VPN, Load Balancers, IAM, Security Groups, Firewalls, Data Encryption, Shell scripting, Prometheus, Grafana, ELK Stack, CloudWatch, Azure Monitor"
30,Cybersecurity Analyst (JD) vs Full Stack Developer (CV),False,0.2807,0.1919,-0.0888,True,True,141,16,"kubernetes, computer graphics, javascript framework, develop software prototype, adapt existing designs to changed circumstances, db2, use databases, software frameworks, develop strategies for accessibility, react, develop animations, django, project configuration management, microwave principles, vbscript, log transmitter readings, oversee development of software, use scripting programming, ajax framework, ajax, utilise computer-aided software engineering tools, integrated development environment software, decision support systems, triplestore, angular, docker, manage software releases, webcms, sass, xcode, microsoft visual c++, ict debugging tools, database, decentralized application frameworks, manage database, web services, manage membership database, develop reporting software, devops, filemaker (database management systems), maintain a central project repository, ergonomics, qlikview expressor, agile development, 3d lighting, systems development life-cycle, java (computer programming), environmental design, data models, tools for software configuration management, world wide web consortium standards, manage donor database, erlang, perl, cadd software, architectural design, apply ict system usage policies, sql server, next.js, nosql, python, service-oriented modelling, operate relational database management system, use session border controller, data science, cad software, sap r3, css, maintain database security, web programming, web based collaborative platforms, sparql, visual basic, php, n1ql, design graphics, prototyping development, develop automated software tests, cisco, codenvy, implement front-end website design, java, computer programming, gimp (graphics editor software), database quality standards, resource description framework query language, coffeescript, set up documentation control system, landscape design, project management, style sheet languages, mdx, maintain telephony system, typescript, asp.net, manage findable accessible interoperable and reusable data, manage front operations, fastapi, genomics, organisational policies, rapid application development, information security strategy, develop data processing applications, manage data, manage project changes, maintain responsive design, develop with cloud services, eclipse (integrated development environment software), develop blockchain technology, integrated design, document management, manage project information, develop financial products, microsoft access, database development tools, use markup languages, ict system programming, develop instrumentation systems, sql, oracle relational database, iterative development, information extraction, ansible, manage meteorological database, graphic design, standards for web-based e-learning, design user interface, design principles, spring boot, maintain logistics databases, 3d texturing, design thinking, jenkins (tools for software configuration management), maintain database performance, objective-c, ibm informix, database management systems, maintain warehouse database, design web-based courses, track changes in text editing, neo4j","TCP/IP, Firewalls, IDS, IPS, Windows Server, Linux, SIEM, Splunk, ELK, EDR, Nessus, PowerShell, AWS, Azure, GCP, DLP"
31,Backend Engineer (JD) vs Technical Writer (CV),False,0.5765,0.5576,-0.0189,False,False,268,8,"write specifications, smart contract programming languages, kubernetes, javascript framework, query languages, db2, use interface description language, django, assembly (computer programming), oversee development of software, documentation types, interpret technical texts, angular, check correctness of information, swift (computer programming), webcms, xcode, use spreadsheets software, c++, quality control systems, provide software testing documentation, hydrology, provide input to collaborators to guide their work, compile legal documents, manage database, knowledge base, web services, devops, bengali, maintain a central project repository, scala, desktop publishing, teach writing, digital systems, operate open source software, agile development, collaborate with engineers, semantics, java (computer programming), use specific writing techniques, read technical datasheet, tools for software configuration management, office software, world wide web consortium standards, change window displays, perl, document sharing procedures, file documents, write manuals, joomla, sql server, next.js, writing style guides, improve business processes, motivate employees, mark lumber, provide operational efficiency training to employees, coordinate communication within a team, css, kali linux, japanese, embedded systems, web programming, revise translation works, design control systems, latin, web based collaborative platforms, set window, office equipment, visual basic, internet of things, php, marklogic, hardware platforms, study relevant writing, use microsoft office, write marathi, prototyping development, museum databases, cobol, spark, computer programming, database quality standards, work in teams, meet productivity targets, set up documentation control system, coffeescript, operate on-board computer systems, prepare containers for beverage distillation, understand written english, type error-free documents, digitise documents, provide technical documentation, install operating system, fill kettle, omnipage, write montenegrin, asp.net, search databases, mobile operating systems, facilitate compositional structures in dance, node.js, genomics, prepare flambeed dishes, control limestone flow, lay out digital written content, write javanese, use query languages, write maltese, install roof windows, ensure proper document management, develop with cloud services, develop blockchain technology, schoology, use creative suite software, mysql, communicate technicalities with clients, lisp, proofread text, use markup languages, database development tools, archive documentation related to work, provide written content, ict system programming, oracle relational database, work ergonomically, cooperate with colleagues, protect window frames, writing techniques, video conferencing tool, rewrite manuscripts, ansible, design user interface, use word processing software, jenkins (tools for software configuration management), compass navigation, database management systems, write technical reports, develop technical glossaries, use technical documentation, operating systems, types of glazing, pose questions referring to documents, abap, detect flaws in bottles, understand written javanese, office administration, hardware architectures, write scientific publications, develop software prototype, unified modelling language, use databases, software frameworks, improve translated texts, react, project configuration management, use shorthand, organise facilities for office personnel, vbscript, adobe creative suite, understand spoken javanese, use scripting programming, facilitate teamwork between students, marker making, smart contract, integrated development environment software, suggest revision of manuscripts, groovy, docker, drupal, write english, disseminate internal communications, manage software releases, archive scientific documentation, sass, provide technical training, microsoft visual c++, write batch record documentation, office furniture products, database, sas language, manufacturing of office equipment, coordinate engineering teams, operations management, translate tags, oracle weblogic, filemaker (database management systems), android (mobile operating systems), manage digital documents, use presentation software, apache maven, postgresql, work efficiently, typography, structure information, write technical riders, use online tools to collaborate, musical notation, wildfly, manage teamwork, create musical structures, openedge advanced business language, write in conversational tone, nosql, ldap, operate relational database management system, data science, use office systems, technical drawings, apache tomcat, proofing methods, c#, install windshields, javanese, collaborate through digital technologies, digital communication and collaboration, implement front-end website design, develop design ideas cooperatively, gimp (graphics editor software), handle glassware, manage manufacturing documentation, create a rhyme scheme structure, apply flux, write database documentation, spelling, style sheet languages, organise business documents, define database physical structure, ensure consistency of published articles, apply technical communication skills, fastapi, manage front operations, use concurrent programming, microsoft visio, haskell, use content management system software, glassware products, perform office routine activities, python (computer programming), manage office facility systems, grammar, manage project changes, conduct content quality assurance, document management, provide user documentation, microsoft access, control open-fire kettles, ml (computer programming), cyber attack counter-measures, produce prepress proof, use communication and collaboration software, iterative development, write technical reports related to trees, openedge database, javascript, develop documentation in accordance with legal requirements, report on window damage, apply grammar and spelling rules, draft project documentation, confer with library colleagues, information structure, create documented procedures, oversee quality control, objective-c, draft scientific or academic papers and technical documentation, design web-based courses, track changes in text editing, waterfall development","Express.js, MongoDB, RESTful API, AWS, Azure, GCP, Unit testing frameworks, Integration testing frameworks"
